MD5,Title,Author
64be787732e9b09d62e1443ebfad210e,Gas Lasers,"Masamori Endo, Robert F. Walter"
648b6cc54a1f13d83f4b779ddad61b6a,Ultrafast Lasers: Technology and Applications,"Martin E. Fermann, Almantas Galvanauskas, Gregg Sucha"
32bda0b77fbf8713649218f7fe4d451e,The laser guidebook,Jeff Hecht
4b76707a725b298d0614659ddb5dc6b6,Encyclopedia of spectroscopy and spectrometry. A-L,"Lindon, Tranter, Holmes. (eds.)"
c7079b6e4456d3e946dbf37fbc3d6d7e,Encyclopedia of spectroscopy and spectrometry. M-Z,"Lindon, Tranter, Holmes. (eds.)"
b50a4ba9286b8beac509e93198e9cf37,Solid-State Random Lasers,Mikhail A. Noginov (auth.)
de5cc68022b83e705bccfc9397d203f2,Photonic crystal fibers: properties and applications,"Federica Poli, Annamaria Cucinotta, Stefano Selleri"
8b80e4be9d39a33bc1fdff9fe202cd6f,"Digital holography: digital hologram recording, numerical reconstruction, and related techniques","Ulf Schnars, Werner Jüptner"
533cd68025aa0b0c6b2911cfc5546c90,Highly Sensitive Optical Receivers,"Kerstin Schneider, Horst Zimmermann"
20eed8f54ddec1b32d92d1b0bc41c9c4,Solid-state lasers and applications,Alphan Sennaroglu
70dd286828c46822da0b7e5f2468a6d9,Tunable external cavity diode lasers,Cunyun Ye
eb7b4c8bc6f661e1abad0cfb517cd211,Woodworking Shopnotes 063 - Router storage drawing,
21901f4430eca3f82585d273703b00fc,Woodworking Shopnotes 085 - Cutting Diagram,
e40f344d7feafe7c4d4445d9604eb585,Woodworking Shopnotes 087 - Built Router Table,
2048bef0a985a85f00e3d2a7a5d0d962,Woodworking Shopnotes Contents Index (1-81),
7a6bafb8a272b54beaed2f2442f516a1,"A complete grammar of esperanto, an international language",Ivy Kellerman Reed
621c00bd5cd2bd7e82fd42bfc4912970,Learner's Polish-English dictionary,Swan O.E.
1f000dab3e2508a35b32055b0efdf01b,Basic Cantonese - A Grammar and Workbook,"Virginia Yip, Stephen Matthews"
49b0b4cc0251d87119f97afbd79c5791,201 cover letters,"Sandra Podesta, Andrea Paxton"
8d6410fafd0d1a150b0d67a3073610dc,400 must-have words for the TOEFL,
f79e43004b52684f6c4d530d52c584a7,American spelling book. 1824-2007,
13042901d8f3c68f9486082358491e73,McGraw-Hill dictionary of earth science,McGraw-Hill
457ea27ba0d0d8812867e3918a6e155c,How to prepare Your Curriculum Vitae - Как подготовить резюме,"Acy Jackson, Kathleen Geckeis"
de7bbdf9dc548d9afb922fd7ec955d09,NTC's Dictionary of Words and Phrases,Richard A. Spears
e14ee4176cec5c84ccd3750530d0f50c,Oxford dictionary of quotations,Susan Ratcliffe
c9095d4b9979dbf502d41b327186a8bf,Roget's Thesaurus of English Words and Phrases,"Peter Mark Roget, George W. Davidson"
bb2accb0ff2e8dea7a87931cab50526b,The Browser's dictionary of foreign words and phrases,"Mary Varchaver, Frank Ledlie Moore"
b8898c20dc5cc9226e7e7c6763b0fa27,On the communication of mathematical reasoning,"Bagchi, Wells."
dd5aca3dd1ad0a238ac3e5e1fbcc64f1,Varieties of mathematical prose,"Bagchi, Wells."
fe836521a545c8528b66f378fe83b9f5,A field guide for science writers,"Deborah Blum, Mary Knudson, Robin Marantz Henig"
a1c512c82753a0341f0e0e4d052dbd29,The A-Z of correct English,Angela Burt
f76bd9d83b0f73e4fa5a33d98a1ea7d2,E-ffective Writing for E-Learning Environments,Katy Campbell
a481a57c376c7a880008770b048a65ff,American Accent Training - A Guide to Speaking and Pronouncing American English,Ann Cok
58488858808491d161dbf29fb2857e81,Webster's New World Essential Vocabulary for SAT and GRE,David Alan Herzog
d353de1992a811d58a30d385b9196b7b,"Grammar, punctuation, and capitalization: a handbook for technical writers and editors",Mary K. McCaskill
d95434889c366f92e74c02f92d8b0f4a,English brainstormers: Ready-to-use games and activities that make language skills,Jack Umstatter
24d0687a650c110d1e7e0daa1e3384b7,The Oxford thesaurus: an A-Z dictionary of synonyms (web draft),Laurence Urdang
02964523f1682aa5e29029a6bb101df9,Pronunciation of mathematical expressions in English,Vaeliaho H.
e0164c3ea6347234661cfa736555ddc5,"ELSEVIER'S Dictionary of Automation Technics in English, German, French and Russian",B. Zhelyazova
126384603742d4d7131c67a0895c9ed3,On nature and language,"Noam Chomsky, Adriana Belletti, Luigi Rizzi"
d39607a5e74f425679c4c70829897c6a,The Handbook of Applied Linguistics,"Alan Davies, Catherine Elder"
6cfd34701a0fbf30884f39847bc3a7d7,Aspects of negation in English (thesis),Kahrel.
3822dbbeed254fa9ce802bac71518903,Algorithms for computational linguistics,"Striegnitz K., et al."
f50d278b0cd6d435dde180a638fc9ec9,French grammar and usage,"Hawkins, Towell."
32c52112538c31915a0e968ff0037c9a,Better reading French: improving your understanding of written French,Annie Heminway
538e7401fa18307d24c01fe7fe36ecd0,Countdown to French: Learn to Communicate in 24 Hours,Gail Stein
c3787a1a83b87a0ce7ded1bd41bc32b8,German-English dictionary 1 (A-L)(81274 entries),
f33f9eec6d2f1ebf94022013da723d1b,German-English dictionary 2 (M-Z)(81274 entries),
54d9278ac042124b594c84d141a976f1,Proceedings of International congress of mathematicians,S.D. Chatterji
59b5f282aac2b64cc1adb72c819ba041,Proceedings of International congress of mathematicians,
488e9677455f1cdcf1928b68c7e8a573,Lie groups and Lie algebras.Chapters 7-9,Nicolas Bourbaki
4c16751e350341846a3250f0c073cfec,"Seminaire Bourbaki. Exposes 860-883, 894-903,909-956, 959, 962-966 (publ. par la SMF, collection Asterisque)",Bourbaki N.
00bc06a890602edd3efbcbe8e268a7d0,Kolmogorov's heritage in mathematics,"Eric Charpentier, Annick Lesne, Nikolaï K. Nikolski"
f8e377d55a8b2a9aea5eaf9dd072a294,Selected papers,Ennio De Giorgi; et al
a9e1b6e5224dd8c6af3620729acf044b,Euclid's Elements,Fitzpatrick R. (ed.)
6910a8f0525844d774229e9f0fc2a6a1,"The Mathematical Papers of Sir William Rowan Hamilton: Volume 4, Geometry, Analysis, Astronomy, Probability and Finite Differences, Miscellaneous ","William Rowan Hamilton, B. K. P. Scaife"
486cdbdb3d3bf70e3d8ac74ab7cc8c16,Mathematical thinking and writing: a transition to abstract mathematics,Randall Maddox
9c201c7e25399cfb728ddc5916eb7cce,Comprehensive mathematics for computer scientists 2,"Guerino Mazzola, Gérard Milmeister, Jody Weissmann"
cc9e715768e73153ff82c530d5d952d2,Schaums outline of theory and problems of abstract algebra,"Lloyd Jaisingh, Frank Ayres"
75b75379bf2cc1b85c4b73dbfd4e93fb,"Set theory: Centre de recerca matematica Barcelona, 2003-2004","Joan Bagaria, Stevo Todorcevic"
797204665fe0834e67c4ec70805ca7dd,"Galois Theory, U Glasgow course",John B. Fraleigh
c9071b1a308803b656ff3a0799122a5c,Determinantal Rings,"Winfried Bruns, Udo Vetter (auth.)"
30f21a4f8250b1a29856e6d3d3566bb1,Geometric models for noncommutative algebras,"Cannas da Silva A., Weinstein A."
cdc59ef24730705df5b350deff427c40,Equivalence and duality for module categories: with tilting and cotilting for rings,"Robert R. Colby, Kent R. Fuller"
16b153e2ad11f85dee589297784ee26b,"Commutative Algebra: Geometric, Homological, Combinatorial, and Computational Aspects","Alberto Corso, Philippe Gimenez, Maria Vaz Pinto, Santiago Zarzuela"
aeb8c0eb4190865813b1663c117eb6b2,Classes of modules,"John Dauns, Yiqiang Zhou"
ffe884bbf3b8aeec3c2b7524e368ee96,"Set Theory (web draft, 1998-1999)",Dixon P.
75a2f4538ad373257c3ee7ea5e055ef5,Algebra. Abstract and Concrete,Frederick M. Goodman
4ae10281a727c160fb6b7931f5134973,The book of involutions,"Alexander Merkurjev, Markus Rost, and Jean-Pierre Tignol Max-Albert Knus, Max-Albert Knus"
e9de94bcf311485c082b211333cfb9c8,"Poincare duality algebras, Macaulay's dual systems, and Steenrod operations","Meyer D., Smith L."
c543369dc4d5a897a39d5dd834390dd4,Methods of Graded Rings,"Constantin Nastasescu, Freddy Van Oystaeyen (auth.)"
9f33aadcb6591cb3d8575e8f971a0131,First course in abstract algebra: with applications,Joseph J. Rotman
dd0ea512e15c9ddc6ba246c9ceb9a4d4,Notes on Coxeter transformations and the McKay correspondence,Rafael Stekolshchik (auth.)
45a043787adbe53bdbacd8c75612fbff,Introduction to Galois theory,Wilkins D.R.
728df1c7e2d22baf05cc4217f198a0f9,"Digraphs. Theory, algorithms and applications","Jørgen Bang-Jensen, Gregory Z. Gutin"
f7b11ad217c0bec33064986cf3b48a44,New perspectives in algebraic combinatorics,"Louis J. Billera, Anders Björner, Curtis Greene, Rodica E. Simion, Richard P. Stanley"
b33c1ce7438d97535a8eef879e5b2d5c,Combinatorial miscellany,"Bjorner A., Stanley R.P."
ae43f2b55aac160db7f087c5c5ad97f2,"Polynomial aspects of codes, matroids, and permutation groups",Cameron P.J.
d6e55770dfbe2bb332980e26e2ac2fb5,Analytic combinatorics,"Flajolet Ph., Sedgewick R."
a7f66793e31052453fb48cbf70e7a974,Analytic combinatorics - symbolic combinatorics,"Flajolet Ph., Sedgewick R."
56db809d2a46c434bda4584ca27274d2,Topics in Discrete Mathematics: Dedicated to Jarik Nešetřil on the Occasion of his 60th Birthday,"Michael E. Adams, Aleš Pultr (auth.), Martin Klazar, Jan Kratochvíl, Martin Loebl, Jiří Matoušek, Pavel Valtr, Robin Thomas (eds.)"
e926aff9bbb7077fb575abaccf43df7b,Combinatorial optimization: networks and matroids,Lawler E.L.
bac6a12be14ac4d30aa3f5804c425a21,Combinatorial Commutative Algebra,"Ezra Miller, Bernd Sturmfels"
96bd80b346614c0ea1f275d3505d1a3e,Asymptotic enumeration methods,Odlyzko.
76c2bae7a31931d88e2b54744bafb81b,"Algebraic combinatorics: lectures of a summer school, Nordfjordeid, Norway, June, 2003","Peter Orlik, Volkmar Welker, Gunnar Floystad"
537b0c819a79ecdd03b8944c4e135485,Introduction to hyperplane arrangements,Stanley R.P.
abd56eef7fc1bacfc4628d0e70b69b51,Combinatorial designs: constructions and analysis,Douglas R. Stinson
5dcc1f3b26bf1c35155b8014d380c559,"East side, West side. Lectures on combinatorial objects with Maple",Wilf H.
a3a9f1d12e1c520ff34ab3bc93c57ebf,Lectures on integer partitions,Wilf H.
a50e948c09c27138cc2de76739853989,A=B (symbolic summation algorithms),"Marko Petkovsek, Herbert S. Wilf, Doron Zeilberger"
a35aad3b0f84b7ae696b0e7de558564a,Generatingfunctionology (mostly combinatorics),Wilf.
6a2ae5cab92499b889b951cf9159194d,Groebner bases algorithm: an introduction,"Ajwa, Liu, Wang."
5f6298295b52a5b3096e09f9a7339090,Elimination methods in polynomial algebra,"V. Bykov, A. Kytmanov, M. Lazman, Mikael Passare"
13a22a4437d9f29912c3a3add10b03f9,Handbook of computational group theory,"Derek F. Holt, Bettina Eick, Eamonn A. O'Brien"
f6a930944b8d96c357f6386dd7893e30,Computational Commutative Algebra 2,"Martin Kreuzer, Lorenzo Robbiano"
11eae8e205a788b614a7b9ce6807dd24,Groebner finite path algebras,Leamer M.J.
ddf99eb05671d13232b27e89e7ece442,Solving Polynomial Equation Systems,Teo Mora
5fa82be26689a4e6f4415ea068d35a9d,Abstract and concrete categories: the joy of cats,"Jiri Adamek, Horst Herrlich, George E. Strecker"
e2c3d16d07c36defdc305986b02aa9aa,"Categories, types, and structures. Introduction to category theory for computer scientists","Andrea Asperti, Giuseppe Longo"
ce8e2df99366f809de22365271c9d7db,"Toposes, Triples and Theories","M. Barr, C. Wells"
2d9108421b93b364b5391aded8588b36,"Triples, algebras and cohomology (PhD thesis, 1967, reprint 2003)",Beck J.M.
01db410f42c2f97fd19355f61be9d525,Frobenius and Separable Functors for Generalized Module Categories and Nonlinear Equations,"Stefaan Caenepeel, Gigel Militaru, Shenglin Zhu (auth.)"
56fdb04e3a5f646ee2930bec3652d47a,Functorial semantics of algebraic theories(free web version),Lawvere F.W.
0005928e6ad9ae3a5f83ae1ffbe14ed6,Triangulated Categories. ,Amnon Neeman
f4aa1f069d4a0be060713e57a067775b,Computational category theory,"D. E. Rydeheard, Burstall"
c0a8e93a46afdc2c6669c5885b7f39d5,Computational category theory,"Rydeheard D.E., Burstall R.M."
17a758701501e3c7fc4551dab1807b41,A supplement for Category theory for computing science,"Michael Barr, Charles Wells"
4842bc9f3d53346d40f928403abfdcf9,Galois theory of linear ODEs,Berman P.H.
bc0ab71e724879a9c6af098f9911909e,Introduction to the Galois theory of linear differential equations,Singer M.F.
1ee53fe0424a402c8bd90d9f0ccaccce,"Noncommutative geometry: lectures given at the C.I.M.E. summer school held in Martina Franca, Italy, September 3-9, 2000","Alain Connes, Joachim Cuntz, Erik G. Guentner, Nigel Higson, Jerome Kaminker, John E. Roberts, Sergio Doplicher, Roberto Longo"
1cdbf351f92e3c7edd71ca2683cd0093,Higher-dimensional algebraic geometry: Errata,Debarre O.
2a57a6c3e76b4cd4d24ca0e79c07748e,Computing in algebraic geometry: A quick start using SINGULAR,"Wolfram Decker, Christoph Lossen"
8b25115f362ebb0b7c4802ccf9cef48a,Introduction to algebraic geometry,Drozd Yu.
58913b2fd3ffb34e0308ba3231d71968,New approach to Arakelov geometry,Durov N.
0ca26ab9413799cc6df367dfbd9d0841,Computations in algebraic geometry with Macaulay 2,"Bernd Sturmfels, David Eisenbud, Daniel R. Grayson, Michael Stillman"
be266291ae3d384811a267ab12afab20,The valuative tree,"Charles Favre, Mattias Jonsson (auth.)"
0163b35325aa03c70faa7b664af16872,"Arithmetic and geometry around hypergeometric functions: lecture notes of a CIMPA Summer School held at Galatasaray University, Istanbul, 2005","Rolf-Peter Holzapfel, Muhammed Uludag, M. Yoshida"
00baaadc17333bc7781151b69e9d89fc,Automorphic forms on GL(2),H. Jacquet
2d5f198d06371fc0a02429d006cd87d8,Geometric modeling and algebraic geometry,"Juettler B., Piene R. (eds.)"
2a4a0569d49a117a60c08fd7733817fa,Standard monomial theory: Invariant theoretic approach,"Lakshmibai V., Raghavan K.N."
504a3a8409c9532109a8bdbc3ae5b798,"Noncommutative geometry (web draft, version 3)",Le Bruyn L.
cb73e4c005442ba28f54291193c55089,Noncommutative geometry and Cayley-smooth orders,Lieven Le Bruyn
7cacafaba633d06599a757a6227a730e,Mixed motives,Marc Levine
ee4dabbd8b8ba987f1e4d58fb58d8586,Holomorphic Morse inequalities and Bergman kernels,"Ma X., Marinescu G."
13aaae8fea621b4dd132567da71e6e01,Arithmetic Noncommutative Geometry ,Matilde Marcolli
78fda5518c0ab01658bf9d2c57229128,Arithmetic duality theorems,J. S. Milne
202da6c420131991000728bc6900b89e,Elliptic curves and algebraic geometry. Math679 U Michigan notes,Milne J.S.
cb1c23b892056b6ae4a266829f353b5e,"Mixed Automorphic Forms, Torus Bundles, and Jacobi Forms",Min Ho Lee (auth.)
f8df94f34390849eb0f7b099d0421144,Determinantal ideals,Miro-Roig R.M.
1a83322da3065d09bc35452453e00509,Algebraic geometry: an introduction,Perrin D.
8e2d8b2ad9b6cbb1ed19a92f3fed898f,Mixed Hodge structures,"Chris A.M. Peters, Joseph H. M. Steenbrink"
b38a67bea7d34d9c081789b43fef6dcd,"Algebraic cycles, sheaves, shtukas, and moduli","Piotr Pragacz, Piotr Pragacz"
9f597355b287912b28e765d7043e1629,Some concepts of algebraic geometry (introductory),Schlichenmaier M.
1e6ffe281f198a311f4b6a5591a64b2a,Rational algebraic curves: A computer algebra approach,"Sendra J.R., Winkler F., Perez-Diaz S."
9cc67c34e9734a0a20893e5a5b048c87,"Splitting Deformations of Degenerations of Complex Curves: Towards the Classification of Atoms of Degenerations, III",Shigeru Takamura (eds.)
cb6e2ac76a5484b9c4d1ffd0f4de6f2d,Notes on several complex variables,Taylor J.L.
f35ebe80415cc2a040f1cf7dc1d8928e,Quasi-projective moduli for polarized manifolds,Eckart Viehweg
181b5d6b326cfc988fb6f0dda779f1c0,Cohomology of vector bundles and syzygies,Jerzy Weyman
710dfd937a646211ac3703a2fa521228,Topological methods in group theory,Geoghegan R.
209e8611321b9d1a6258bf45c8d8b8c4,Notes on Motivic Cohomology,"Carlo Mazza, Vladimir Voevodsky, Charles Weibel"
b86f149fd7b1f6425831fe19295f1002,Geometric quantization and cohomology (ECM-92),Vergne M.
9b8ae609138a0b21f94f89de95fe9c94,Elements of Abstract and Linear Algebra,E.H. Connell
e3a52537891174b00b2e1363bee91347,Toeplitz and circulant matrices - a review,Robert M. Gray
ace6b637b5c322f86fb2c425f2cb1452,A short linear algebra book (answers),Hefferon J.
0eec374d7cd8243d67064b7947d714ce,Linear algebra. Answers to exercises,Hefferon J.
028648c8c5e6d2eca1c9fac1985e7298,Linear algebra. Textbook,Hefferon J.
537d2f34d5aaef3071f92446fd9832ff,Handbook of linear algebra,A. R. Heesterman
8a30b4651601f153fd635828cd3093ca,Polynomial and rational matrices: Applications in dynamical systems theory,Tadeusz Kaczorek
058f78822bb330f9595dfdab9db9c63b,Calculating some determinants,Krattenthaler C.
15523b607e2517cff711babd9cbb61cb,Matrix differential calculus with applications in statistics and econometrics,"Jan R. Magnus, Heinz Neudecker"
dd951269b5a5a0cad1e9f4d81f92f4ee,Elementary linear algebra: lecture notes,Matthews K.R.
bc5c870cce912ec5dd94512ebe39b54f,Elementary linear algebra: solutions to problems,Matthews K.R.
8f76009b8daf230318028fa1023dd316,Matrix analysis and applied linear algebra. With solutions to problems,Carl D. Meyer
cd5affd8db2d0085c2a1f7ed3530cd49,Solutions manual: Matrix analysis and applied linear algebra,Carl D. Meyer
6c54e7df25cf05f970de3b7df22bc609,Advanced linear algebra,Roman S.
99bba7c54543c8a520ccab00560a33bc,Solutions manual: Introduction to linear algebra,Strang G.
df502f859ae85bfd67bdc30d2e9a7d2b,Matrix Inequalities,Xingzhi Zhan (auth.)
108487300ea1bfd1b10c51bdeab8614b,Applied linear algebra,de Boor C.
6e3495c8ff04b8ef569a1e621e6c94f6,Set theory: Boolean-valued models and independence proofs,John L. Bell
e775855374f02fec2dbd74e13bdd6160,The algebra of logic Project Gutenberg,Couturat L.
62e64b13aeced66318c23b3a18730421,Handbook of the History of Logic. Volume 07: Logic and the Modalities in the Twentieth Century,"Dov M. Gabbay, John Woods (eds.)"
3aa4359371a6102c9febecb44e3d029c,Finite model theory and its applications,"Erich Grädel, Phokion G. Kolaitis, Leonid Libkin, Maarten Marx, Joel Spencer, Moshe Y. Vardi, Yde Venema, Scott Weinstein"
384edf9c6fa8b9124ed2bddec534136b,A first course in logic,Shawn Hedman
c17cd6e1a9a086f89a527bdab1b81ff1,The Mathematics of Logic. A guide to completeness theorems and their applications,Richard W. Kaye
b0778eec698a2540a7432b196fab96b4,Uncertain inference,"Kyburg H., Teng C."
1510f8c5e195d7697b6ebb4b70ffdcb7,An introduction to Goedel's theorems,Smith P.
fe3ccc470f851d8a21568b26e2421113,A Course on Mathematical Logic,Shashi Mohan Srivastava
3d1e76d4cd2666de48d55881c19657b1,The geometry of information retrieval,C. J. van Rijsbergen
417a7011d47c315f019af818dc912d0c,Quantization of Kaehler manifolds II,"Cahen M., Gutt S., Rawnsley J."
d0b44ae70f0d285af3a6ad58bf1df165,Elements of the representation theory of associative algebras,"Ibrahim Assem, Andrzej Skowronski, Daniel Simson"
a20331129aff4b9cf9cfbfd6a11451b1,Representations of linear groups. Introduction based on examples from physics and number theory,Rolf Berndt
822b845b3b284a42490abff5ea02ff0a,Semi-simple Lie algebras and their representations,Robert N. Cahn
2394a8c1e55d83aa65f76cc9b735d081,"Group theory for Maths, Physics and Chemistry students",Cohen A.
fa5a0e105f0aa5bc035538f6fd2a3f40,"Representation theory and complex analysis: CIME summer school, 2004","Michael Cowling, Edward Frenkel, Masaki Kashiwara, Alain Valette, David A. Vogan, Nolan R. Wallach, Enrico Casadio Tarabusi, Andrea D'Agnolo, Massimo Picardello"
6d186ef7a7690347c7e099fbc4b7e8af,"Group theory: Lie's, track, and exceptional groups",Cvitanovic P.
abc3895e81be982d0a3caf15aefdb9aa,"Clifford algebras, Clifford groups, and generalization of quaternions",Gallier J.
913c88a2b4ef844668913247c1db0b12,Elementary introduction to groups and representations,Hall B.C.
556e795be05e83a07934dccca228cf22,Lie groups: General theory,Koornwinder T.H.
1d3e507522ab9452f02d11340c2fc0b7,The structure of complex Lie groups,Dong Hoon Lee
0dcde855cfecffb2d58395f6f11ca756,Actions and Invariants of Algebraic Groups,"Walter Ferrer Santos, Alvaro Rittatore"
af85e8db4c8048519710a08c5394345b,A crash course in Lie algebras,Skoruppa N.-P.
4e2f07a2adf3758e9c98093b1ccb6646,An introduction to quasigroups and their representations,Jonathan D. H. Smith
7201d914d9a4b58ab75f09b91ac9520a,Lie algebras,Sternberg S.
a7463ae3dd58d8fde9177be941cf9aeb,Algebra demystified,Rhonda Huettenmueller
4c3c006e05611050ff9953a4ee49675d,"Abstract algebra, 1st graduate year course",Ash R.
a6c9bc6873cb2d4ed24de8ee8a26d5f6,Invitation to General Algebra and Universal Constructions,George M. Bergman
01a998855585b402cf7d271a131d0876,Algebra. Fields and Galois Theory,"Falko Lorenz, Silvio Levy"
a4a3910e3b08dc5d706e5296ebca7565,"Algebra. Fields with structure, algebras and advanced topics","Falko Lorenz, Silvio Levy"
1b2014dc2e5bf80c9c401d223e24ac6b,Workbook in higher algebra,Surowski D.
15281918f203604fc1e215d0c041ff8b,Geometric group theory. Geneva and Barcelona conferences,"Goulnara N. Arzhantseva, Goulnara N. Arzhantseva, Laurent Bartholdi, JosÃ© Burillo, Enric Ventura"
c706fbaa328e493c7a387acf4b4244a5,Enumeration of finite groups,"Simon R. Blackburn, Peter M. Neumann OBE, Geetha Venkataraman"
a54c340901bf2f13ff3c81c59489bd99,Classification of finite simple groups 1,"Daniel Gorenstein, Richard Lyons, Ronald Solomon"
3c70be7b240a21575befa54b3298772c,Fields and Galois theory,Howie J.M.
999afd56c10f08afc67dafaa05baabc1,Indra's pearls: the vision of Felix Klein - Errata,"Mumford D., Series C., Wright D."
c4bef8e876014c9694c2d61ed9331505,"Asymptotic, superasymptotic and hyperasymptotic series",Boyd J.P.
b8699c84e1b838032bfc1bf54a1a0228,Asymptotic analysis and boundary layers,"Jean Cousteix, Jacques Mauss"
5ba05c05de650a85b55f2235054bf60e,Canonical Perturbation Theories: Degenerate Systems and Resonance,Sylvio Ferraz-Mello (auth.)
285c4925d47fac982bb22df28736d8ae,Singular perturbation theory: techniques with applications to engineering,R.S. Johnson
ed8fe8084e68ff3f811439f1fd345ede,Perturbation methods with Mathematica,"Nayfeh A.H., Chin C.-M."
1cb061b1e76b80ee01b6bd16c01ec7e6,Exponentially accurate error estimates of quasiclassical eigenvalues,Toloza J.H.
9fa4155ea20e0657de2021e5243ed277,Harmonic function theory,"Sheldon Axler, Paul Bourdon, Ramey Wade"
e79b071a4d428d49e494fb42cc576b71,Approximation of integrals over asymptotic sets with applications to statistics and probability,Barbe P.
0e9313600663fc1209485c0bfac7a985,Chebyshev and Fourier spectral methods,John P. Boyd
1b3000884905f41049e8af66a9e431b1,A Short Course on the Lebesgue Integral and Measure Theory,Steve Cheng
2f4db7d9495aa0fe41cb3a89973380b7,Functional equations with causal operators,C. Corduneanu
de9626cf4fe9cf2b5fe55e6d8251ac45,Functional fractional calculus for system identification and controls,Shantanu Das
69cbc538df092e521108d933420fb15f,Harmonic analysis and applications: In honor of John J. Benedetto,Christopher Heil
85a51545fcb47aa8b3c772e40f576c63,Nonsmooth calculus,Heinonen J.
218514792ea4cf5448898bb150131284,Fractional Cauchy transform,"Rita A. Hibschweiler, Thomas H. MacGregor"
2133b595d0f2e6dc1e03b647fc3c8ed6,Convenient setting of global infinite-dimensional analysis,Andreas Kriegl
4ebde51096a619958840488645996001,Advances in fractional calculus,"J. Sabatier, J. Sabatier, O. P. Agrawal, J. A. Tenreiro Machado"
852f74d9292740bb7b33d64858199c72,Laplace Transformation: Theory and Applications,Joel L. Schiff
566542394a0020b8bea29d244227cff7,Fundamental program of the calculus,Smithee A.
60d1f29254a98652d2ee72aca6aa891a,The Cauchy-Schwarz master class (MAA CUP 2004),J. Michael Steele
126d2ebc391dfa086d020b92f3980e1d,Theory of functions of real variable (lecture notes),Sternberg S.
b86cd80870667f236350f60950a96272,Nonstandard Analysis,Vaeth M.
817a7b0730e15a502a90121bb09bb003,Tame Geometry with Application in Smooth Analysis,"Yosef Yomdin, Georges Comte (auth.)"
c32626eff1e53791b7de3022a7ef2093,The Monodromy Group,Henryk Zoladek
24873d33eeb16dc462cfba33328ea4a9,An Introduction to Complex Analysis for Engineers,Alder.
6de675b3a502e6d571be53afdf46bb08,Complex Variables ,"M. Ya. Antimirov, Andrei A. Kolyshkin, Rémi Vaillancourt"
820ceeb3ba85e5209c2255680e113059,Course of complex analysis,Arnold D.N.
174393085ec788f18e7ef8db69978350,Complex variables,"Ash R., Novinger W."
ab927ef57592a151f026029aae78cd60,Complex variables,"Ash R.B., Novinger W.P."
295d269f3ee8f65db06e794adc0e971c,Several complex variables: local theory,Freitag.
6ff334319b3b04bcd7ed17bdde09be5e,Holomorphic functions in the plane and n-dimensional space,"Klaus Gürlebeck, Klaus Habetha, Wolfgang Sprößig"
072de78e719878f299d122ca995fa00e,Some applications of the residue theorem (MATH322),Hitczenko P.
85b366f5282c7d9ce47565c6c055175b,"Lectures on analytic diff. equations (web draft, March 2006)","Ilyashenko Yu., Yakovenko S."
2eb435c17d40785ead6a79df2b5250bc,A guide to complex variables,Steven G. Krantz
f3b47535e1eb7c4db2b702929ee326cf,Explorations in harmonic analysis with applications to complex function theory and the Heisenberg group,Steven G. Krantz
a94fe0366e1a102ed8d6dcd7628aef5e,"Geometric Function Theory, Explorations in Complex Analysis",Steven G. Krantz
54566daa38ebf795c9c2d3b059b50081,Handbook of complex analysis. Geometric function theory,Reiner Kuhnau
5e60ec8eb4aa6cc90dea9d475273eb1b,Algebra and geometry in several complex variables,Palamodov V.
e739b5cc31aa226fe4e315e47c4ae0e1,Introduction to function spaces on the disk,Pavlovic M.
ceef59617f884d5689126a95185aa9fc,Introduction to complex analysis,Shabat B.V.
c9339349daffff1878a995fbe17a7065,Polynomials and vanishing cycles,Mihai Tibr
fa7061f011de4db55937136eed85c861,Moduli of Families of Curves for Conformal and Quasiconformal Mappings,Alexander Vasil’ev (auth.)
6f1830587603c773e67563b153f1dcc8,A first course in complex analysis with applications,Dennis Zill
c5d4b044ffc45cd3e26ab7c55326ed4a,Nonoscillation and Oscillation: Theory for Functional Differential Equations,"Ravi P. Agarwal, Martin Bohner, Wan-Tong Li"
c35d191d49025011628f27bf5abd158e,Functional analysis and evolution equations: The Gunter Lumer volume,"Herbert Amann, Wolfgang Arendt, Matthias Hieber, Frank Neubrander, Serge Nicaise, Joachim Below"
3087255339ca412e34a0fc6edbf77896,"Calculus of variations and nonlinear partial differential equations: lectures given at the C.I.M.E. Summer School held in Cetraro, Italy, June 27-July 2, 2005","Luigi Ambrosio, Luis A. Caffarelli, Michael G. Crandall, Lawrence C. Evans, Nicola Fusco, B. Dacorogna, Paolo Marcellini, E. Mascolo"
daff8dba28e66f584fb2e8d50309d94c,Transport equations and multi-D hyperbolic conservation laws,"Luigi Ambrosio, Gianluca Crippa, Felix Otto, Michael Westdickenberg, Camillo De Lellis, Camillo De Lellis, Fabio Ancona, Stefano Bianchini, Rinaldo M. Colombo, Andrea Marson, Annamaria Montanari"
5623ab4eab4f6d5aae2fca28611e5ab7,Singularly Perturbed Boundary-Value Problems,"Luminiţa Barbu, Gheorghe Moroşanu (auth.)"
c443de7aa32262dbb7f960871418e247,Multidimensional hyperbolic partial differential equations: first-order systems and applications,"Sylvie Benzoni-Gavage, Denis Serre"
80a3fe192f704ee682e163933eb6f79c,Stratified Lie groups and potential theory for their sub-Laplacians,"Andrea Bonfiglioli, Ermanno Lanconelli, Francesco Uguzzoni"
