MD5,Title,Author
ff0b21453c99fcf9eabcd5dee2eadd99,Financial numerical recipes in C++,Odegaard B.A.
edd9d089a9621d04223acd8361d32376,AIMS lecture notes on numerical analysis,Olver P.J.
1141b9eeaebb4d6cc1845b83f4464768,Numerical recipes in C: the art of scientific computing,"Press W.H., Teukolsky S.A., Vetterling W.T., Flannery B.P."
a8f7583762cbc61f1e5384f35f8f29c1,Numerical recipes in parallel Fortran,"Press W.H., Teukolsky S.A., Vetterling W.T., Flannery B.P."
3dfa39d088a09bf976be000e89bfa54d,Computing for numerical methods using Visual Cpp,"Shaharuddin Salleh, Albert Y. Zomaya, Sakhinah A. Bakar"
c7d85a9984cf43006d90cc60a1a8d006,Computational engineering: introduction to numerical methods,Michael Schäfer
6e108f48e652c1c840a8333c71face4f,Conjugate gradient method without agonizing pain,Schewchuk.
54e8b695767961becd6314dca419009f,"The third branch of physics: essays in scientific computing (web draft, Dec. 2006)",Schoerghofer N.
d5de82fc9622c0fff58b80eaf24af134,The Method of Approximate Inverse: Theory and Applications,Thomas Schuster (auth.)
0f7b945a4ae8fb82638c510606d10ff7,Computational Dynamics,Ahmed Shabana
c60875a94cda8fd5816f39068831a37e,Geometric computations with Clifford algebras,Sommer A. (ed.)
d0d31cf94de579d1ef659c9e3b1fe954,An Introduction to Numerical Analysis - Solutions,"Suli E., Mayers D."
ec1299a00e475877c04ad5692ae21d51,"Computing for Scientists and Engineers, a workbook of analysis, numerics, and applications",William J. Thompson
73a46a15b58855e687b6973f7e374c25,Numerical solution of hyperbolic partial differential equations,John A. Trangenstein
bd38d7b0385a73d83b4a34961e4bf8bf,Methodes d'analyse numerique,Viot P.
6ac86a4d17fb201f29e8ff01d2b4b10e,"Piecewise polynomial interpolation, particularly with cubic splines",Walsh B.
e32e5df59af7f9f4e79ccf678fd5b93a,Symbolic-numeric computation,"Wang D., Zhi L. (eds.)"
a302209e591d45024ac5dcd9e4769e4f,"Computational mathematics: models, methods and analysis with MATLAB and MPI",Robert E. White
2c066bd3a0270c4e7a87b1b89763e6c8,High precision methods in eigenvalue problems and their applications,"Leonid D. Akulenko, Sergei V. Nesterov"
630dfeda6363a1999a970ab0e136f304,Numerical Solution of Partial Differential Equations on Parallel Computers,Hans Petter Langtangen
cdf255e3a021dcdab74619f89960640d,Elementary numerical analysis: algorithmic approach,Samuel Daniel Conte
6072c3699cb8af5aa729cc5a1aa73f65,Lecture notes on numerical analysis,"Deturck D., Wilf H."
d81d4fe50a123c9775d4e369cb2c9754,Advances in Meshfree Techniques,"C. Armando Duarte, Dae-Jin Kim, Ivo Babuška (auth.), V. M. A. Leitão, C. J. S. Alves, C. Armando Duarte (eds.)"
45f5e4d40db94df49bfe2191fed077d8,Computational physics,MacKinnon A.
10038139525c57d52f68dc0bce0a9c1d,Numerical solution of partial differential equations,"K. W. Morton, D. F. Mayers"
ccc56dd3d567b7d698e08236d60ec887,Numerical solution of partial differential equations (MA3243),Neta B.
faaa21fcba7f249355204fbc37af4982,Solutions of problems for PDE lectures,Neta B.
66a40656ae290a6413a53d969d157565,Differential models: an introduction with Mathcad,"Alexander Solodov, Valery Ochkov"
90cfc88e9b8838e82b8cfea4d76e195d,"Finite elements: theory, fast solvers, and applications in elasticity theory",Dietrich Braess
8c0e700d3ce3639b9c919edbe56d46e4,Fundamentals of Finite Element Analysis,"David V. Hutton, David Hutton"
7ba89919b962d07e39043ccd7980faaa,The boundary element method in acoustics,Stephen Kirkup
da641aca274ea46ee57e2522bf4cda12,The fast solution of boundary integral equations,Sergej Rjasanow; Olaf Steinbach
03fde62706bbc0ed50ccd93d75ceb49d,Numerical approximation methods for elliptic boundary value problems: finite and boundary elements,Olaf Steinbach
9d1392c421de7c8d5f8b816e46d808c2,Domain Decomposition Methods in Science and Engineering XVI,"Randolph E. Bank (auth.), Olof B. Widlund, David E. Keyes (eds.)"
ff966e070560946d91c44b50c1d92492,Iterative methods for sparse linear systems,Yousef Saad
15c747d047015520e65da4005a7b3932,Generalized Riemann problems in computational fluid dynamics,"Matania Ben-Artzi, Joseph Falcovitz"
b9a4483b0aa5f4279eb21979b30d4ffa,"Computational electromagnetism: variational formulations, complementarity, edge elements","Alain Bossavit, Isaak D. Mayergoyz"
8496b4cbf30a4de5dc166b703ba71558,Introduction to computational fluid dynamics,Date A.W.
ef7c9f11c8bfc1afd0493281eed29683,N-body problems and models,Donald Greenspan
86befff8eebaa64ec5eae417ab3c0a5e,"Numerical simulation in molecular dynamics. Numerics, algorithms, parallelization","Michael Griebel, Stephan Knapek, Gerhard Zumbusch"
d7300c1a668f207ce40272bbfbefa794,"Stochastic Petri nets: modelling, stability, simulation",Peter J. Haas
d09e8a97625ba5ac327da4f451aa36c9,Discontinuous Galerkin methods for viscous incompressible flow,Guido Kanschat
1994288fe9b18b5e055d583d018c6bbb,High-order accurate methods for Maxwell equations,Kashdan E.
dc5c466c574c29eb17ade8d1bb517f3c,Fractals in engineering: new trends in theory and applications,"Levy-Vehel J., Lutton E. (eds.)"
cd8d811cabe1783481d4602776e59d40,Fundamentals of Computational Fluid Dynamics,"Lomax, Pulliam, Zingg."
630765370cfedc0667cf262c6d823c7a,Scientific computing with PCs,"Nash, Nash."
00b7d0aab1127444b9cf80d3f2ef58a7,Introduction to the finite element method in electromagnetics,"Anastasis Polycarpou, Constantine Balanis"
ecb3f2a1f89c8b65c2a5569399e36169,Stochastic Numerics for the Boltzmann Equation,"Sergej Rjasanow, Wolfgang Wagner (auth.)"
8dce5953d376834164a906fb73d6bc5a,Large eddy simulation for incompressible flows: an introduction,Sagaut P.
4e6aa043d628cc228afde81d3cb0c7ad,Heterogeneous materials I. Linear transport and optical properties,Muhammad Sahimi
a5739a8cd94abb9685928f7d9ed0c9c6,Heterogeneous materials II. Nonlinear and breakdown properties and atomistic modeling,Muhammad Sahimi
72ed3f9d354d43bead90cad37ceaf00b,"The Langevin and Generalised Langevin Approach to the Dynamics of Atomic, Polymeric and Colloidal Systems",Ian Snook
d7a04b7ca927045d332c60b20095d466,Computational multiscale modeling of fluids and solids: theory and applications,M.O. Steinhauser
754820cd31e239ca5c0f2de8c750aebf,Computational Methods for Nanoscale Applications,Igor Tsukerman
96065bf1fc6c748fa259a045ff42341f,Simulation numerique en physique statistique,Viot P.
1ad09c35395364b99ffb66fff078ae0c,"Wavelets, multiscale systems and hypercomplex analysis",Daniel (EDT) Alpay
8a620a654f423d83950da3a7beb566de,Spectral analysis parametric and non-parametric digital methods,Francis Castanié
5b98d56699a691ad4bee3ba7e2558471,Wavelets: approximation and statistical applications,"Wolfgang Härdle, Gerard Kerkyacharian, Dominique Picard, Alexander Tsybakov"
af33a5883131323f52a696ffca380302,Spectral Methods for Time-Dependent Problems,"Jan S. Hesthaven, Sigal Gottlieb, David Gottlieb"
a07c7046151115fcfbddb494dda0b80e,Signal processing of random physiological signals,"Charles Lessard, John Enderle"
ed5c8a8fc8651e35c5e16523288e9f96,A Wavelet Tour of Signal Processing,Stephane Mallat
ca666b2785216d257e052d03491c8798,Continuous and discrete time signals and systems,"Mrinal Mandal, Amir Asif"
ca54116c97ec3967631aae597c5e7225,Probability and random processes: with applications to signal processing and communications,"Scott Miller, Donald Childers"
567063ffb06eb3f6ec1e28cbc458bafd,Introduction to applied statistical signal analysis: guide to biomedical and electrical engineering applications,Richard Shiavi
6cb2e5316a32c7a5ce60d9900ce89080,The geometry of efficient fair division,"Julius B. Barbanel, Alan D. Taylor"
19b9f5b939615d403dffe3107db9f1ca,Convexity and Optimization in R-n,Leonard D. Berkovitz
9a76b90aa7aa92e764c83cc2b5eb6b81,Portfolio management in practice,Christine Brentani
9ed862342b98d4c2295116183d1e66e0,Computational aspects of general equilibrium theory: refutable theories of value,"Donald Carney, Felix Kubler"
b3f824f22e9e28808abb6064fbf2749f,An introduction to the bond markets,Patrick J. Brown
3c644e839cbb28a5e2a2ace9c9d7d127,Complex scheduling,"Hans-Otto Günther, Paul van Beek"
b591f9d02749222168e34d1dface38a4,World event trading: how to analyze and profit from today's headlines,Andrew Busch
30f448af292b16be719907bc18b2a19d,Structured finance: the object oriented approach,"Umberto Cherubini, Giovanni Della Lunga"
b088edac67af6eab454b583477d7e459,Linear Programming: Theory and extensions,"George B. Dantzig, Mukund N. Thapa"
a337bbf3cfcf41bdce30dfd81babc178,Linear programming: Introduction,"Dantzig G., Thapa M."
2d61aac9357d66219a82a95f1d5fa029,Way of the turtle: the secret methods of legendary traders,Curtis Faith
c05e67648de5ccb49bada7e21366dac8,Differential evolution: in search of solutions,Vitaliy Feoktistov
b18f322465196138bec1e724368aa870,Optimal control with engineering applications,Hans P. Geering
d71e5589982f47ab0377cc35b4a3b490,Cooperative systems: control and optimization,"Don Grundel, Robert Murphey, Panos Pardalos, Oleg Prokopyev"
26c152fdb3eb28acdbbc236b882f1716,Stochastic Approximation and Its Application,Han-Fu Chen
72c9da686ee27e27218c4f06daa7840d,Global optimization using interval analysis,"Eldon Hansen, G. William Walster"
47e6912f1b64c336b1286af2901b14f9,Mathematical economics and finance,"Harrison M., Waldron P."
4ae10affc001adff432318c0d420d24f,Stochastic Programming,"Kall P., Wallace S."
18755c5c158aa79b3af7301691696166,Economics for financial markets,Brian Kettell
de530d64d843cc8ee1b5c9ca62728d24,Combinatorial Optimization. Theory and Algorithms,"Bernhard Korte, Jens Vygen"
070b86ed8d970ee9ed48ba1d83aced99,Modern investment management: an equilibrium approach,"Bob Litterman, Quantitative Resources Group"
5cc1255f3f85625b12015d5d5484051b,Multiobjective Optimisation and Control,"G. P. Liu, Jian-Bo Yang, J. F. Whidborne"
50720bd6b62b55ecc703fcbbe89f6021,Applied mathematical programming using algebraic systems,"McCarl B.A., Spreen T.H."
9c344961adcd2b4f06782d0237b2a2ee,Invitation to mathematical control theory,Milota J.
8afe14c43a381be9d3d881565e775b98,"Advances in dynamic games: Applications to economics, finance, optimization","Andrzej S. Nowak, Krzysztof Szajowski"
7c59058fb4f801f48b64fc237ec06642,Introduction to the theory of cooperative games,"Ulrich U. Schmidt, Stefan Traub"
da22d283650d9a7c2408217f2baaf3fa,The liquidity theory of asset prices,"Gordon Pepper, Michael Oliver"
bce1adf80fc67bfcb485e124e1b5164e,Advances in Portfolio Construction and Implementation,"Alan Scowcroft, Stephen Satchell"
5b3e628ab82f928d79543bc65bf56cf8,Game theory and economic analysis,Schmidt Ch.
0a59f41d3fae3d26813d77dfad1e026b,Automated Continuous Process Control,Carlos A. Smith
dbee4459b05ca5042b1b2bcc9ba7bee0,Managing downside risk in financial markets,"Frank A. Sortino, Stephen Satchell"
9bb5589967d3e1169d1aee68c8bcd928,Beat the market,"Edward O. Thorp, Sheen T. Kassouf"
8a43e40918500dcf9d08778f4877749c,Game theory: a critical text,"Shaun Hargreaves-Heap, Yanis Varoufakis"
18bead919058b6c3cccd45cec458a67b,Single stock futures: a trader's guide,"Patrick L. Young, Charles Sidey, Patrick Young"
87c3a29c642687747196e43944d77509,Evolution of non-expected utility preferences,Sven von Widekind
0fc439e98faacb02d91cc03325958c9a,Vortices in Bose—Einstein Condensates,Amandine Aftalion (auth.)
fb7bd70752d320cfcc113720699366e6,An Introduction to Geometrical Physics,"R. Aldrovandi, J. G. Pereira"
7f74452ce68a53c6f3c920e49c94f2b9,Polarization and Moment Tensors: With Applications to Inverse Problems and Effective Medium Theory,"Habib Ammari, Hyeonbae Kang (auth.)"
6a34b97d1776012bf318c9614e098f2b,Green's functions in physics,"Baker M., Sutlief S."
60bdbf3e2efd1c312bbaba443b82e670,"Supersymmetric mechanics: Supersymmetry, noncommutativity and matrix models","Stefano Bellucci, Sergio Ferrara, Alessio Marrani"
fa21e3e386b1390d5bf2acd5d58e1feb,Supersymmetric mechanics: The attractor mechanism and space time singularities,Stefano Bellucci
15e9295ab4c40c9f874fb0c59eb98fc4,Mathematical Implications of Einstein-Weyl Causality,"Hans-Jürgen Borchers, Rathindra Nath Sen (auth.)"
9cb12f7cbf2ecf74ccabdda92cfd7d28,Topics on Concentration Phenomena and Problems with Multiple Scales,"Andrea Braides, Stella Gelli Maria (auth.), Andrea Braides, Valeria Chiadò Piat (eds.)"
17d5b610a39240bf4444e14671a6c718,Applications of Random Matrices in Physics,"J. P. Keating (auth.), Édouard Brézin, Vladimir Kazakov, Didina Serban, Paul Wiegmann, Anton Zabrodin (eds.)"
3a656c9de05c6020dee84f3d464cf920,Cellular automata and other cellular systems,Capcarrere M.
2e74b8337c230dd878fb7b9ad2621e86,"Frontiers in number theory, physics, and geometry I","Pierre Emile Cartier, Pierre E. Cartier, Bernard Julia, Pierre Moussa, Pierre Vanhove"
bb4c1b36afed79bb696fba045b671adf,Precisely predictable Dirac observables,Cordes H.-O.
a6f0a12ba79580fb5120599cf426f22b,Quantum Annealing and Other Optimization Methods,"Bikas K. Chakrabarti, Arnab Das (auth.), Arnab Das, Bikas K. Chakrabarti (eds.)"
44a96ad0e997571f06e29e558e32ed85,Geometric algebra and applications in physics,"Venzo de Sabbata, Bidyut Kumar Datta"
e4fadbfc39d831066020880a78d77a65,"Topics in contemporary differential geometry, complex analysis and math. phys","Stancho Dimiev, Kouei Sekigawa"
b59be6785481681604120c9572102261,A Dressing Method in Mathematical Physics,"Evgeny V. Doktorov, Sergey B. Leble"
d419af942805617d2037525382b34dd5,Noncommutative Structures in Mathematics and Physics ,"S. Duplij, Julius Wess"
62f1cf121bb59e6efbe2c32e7abca6f5,Mathematical notions of quantum field theory,Etingof P.
736f08b85010dbae6bc7f23d2b7daee5,Vertex algebras (Bourbaki seminar),Frenkel.
f34ba3984fa51a766f838a970e2866e4,Green's Functions and Ordered Exponentials,Fried H.M.
7f334d9d23ee56e96ff2c3f2b612f20b,"Invariance theory, heat equation, and the index theorem",Peter B. Gilkey
ee7c2b5ab3189eda7ed387c82c690425,Disorder in Physical Systems: A Volume in Honour of John Hammersley ,"G. R. Grimmett, D. J. A. Welsh"
479fdb924d8a48ea08a57a937b8167ce,Reforming the math language of physics (geometric algebra) (Oersted medal lecture),Hestenes D.
f2d7e82b169616c940cda36aff5b6f2e,Non-Linear dynamics and fundamental interactions,"Faqir Khanna, Davron Matrasulov"
e522b938248522f7e4d2c1d3d5a35461,"Path integrals in quantum mechanics, statistics, polymer physics, and financial markets",Kleinert H.
f614f394a24a7c69e8e05eddc0e8ed5c,Applied quaternionic analysis,Kravchenko V.V.
d28e765f696a5e2838564fda0c34e824,"Fractal geometry in quantum mechanics, field theory and spin systems",Kroeger.
368e6923c8696d9b25c870f59b383eb7,Introduction to noncommutative spaces and their geometry,Giovanni Landi
8b08bd42306e97248832ebac6121e1d1,The Mathematics of the Bose Gas and its Condensation,"Elliott H. Lieb, Jan Philip Solovej, Robert Seiringer, Jakob Yngvason (auth.)"
301965ff107d84d449b2a8ea02e98c0b,The geometrization of physics,Palais R.S.
8eada075a2344fcddca4532b5665a7ae,Reconstruction of image from projections,Palamodov V.
c95c552892da1c0801b91aec697a4428,Topics in mathematical physics,Palamodov V.
d5a8fd3559c12053d027c7fccab7a504,Notes on classical potential theory,Papadimitrakis M.
3ce092bc37297de3ba470b481a7f324e,Computational topology at multiple resolutions,Robins V.
d6b041766b2fee413d124354bcdd1e20,Well-posed linear systems,Staffans O.
2cf7cb47e145e11562fd5f9349beb51a,Dynamical systems (Math 118),Sternberg S.
1c0b3a3ac1960ce0438d32934b2fefa1,Doing physics with quaternions,Sweetser D.B.
576f45f7136b2c788d6345a13ab27618,Jacobi operators and completely integrable nonlinear lattices,Gerald Teschl
9e402042381f640c160c1f7b572ce755,Toda equation review,Teschl G.
8c30f8fc5529f0f2bfae44085d7eb3e8,Mathematical tools for physicists,George L. Trigg
a3893eecdfa298acd662385d262db6ca,Canonical Problems in Scattering and Potential Theory Part I: Canonical problems in scattering and potential theory,Vinogradov et al.
3b9f0e788d8ce967021753e4730e7362,Canonical problems in scattering and potential theory,"S.S. Vinogradov, P. D. Smith, E.D. Vinogradova"
e089e73fc9b4bd969d40c234d0490b5f,Lectures on scattering theory,Yafaev D.
dd6a3df4319c4e18810f9f0d541c16ac,"Graduate Mathematical Physics, with MATHEMATICA Supplements",James J. Kelly
f4a9553204830651e9cbd52e46e627ca,Methods of theoretical physics 1,Pope C.
3ba5c0d58286e4a2bc8d898341ef66e8,Methods of theoretical physics 1,Pope C.N.
5108672e01330b38bf9322d9237ca1b9,"Instructor's solutions for Mathematical methods for physics and engineering, 3ed","Riley, Hobson."
c3c58f39e51559b852a6cf6404ebbabe,A guided tour of mathematical physics,Snieder R.
1e4e6190a5476e83b10a954f257e8131,Mathematics for Physics. 1,Stone M.
63990e3575371f80f8ae15a30d66a9aa,Mathematics for Physics. 2,Stone M.
f904e85dba39efcef8b18c5f80e55db8,Methods of Mathematical Physics I,Stone M.
1654c0e0365fb66e104ea167c3ca09d2,Mathematical Methods for Engineers and Scientists,Kwong-Tin Tang
a1363ee02ca4fe65d914c62fe664542c,Essential mathematical methods for physicists,"Hans J. Weber, Frank Harris, George B. Arfken"
4511a57532e478180c8392ae41c33832,The language of mathematics: telling mathematical tales,Bill Barton
66923790a3eb5de64c8d9f2b41946682,Mathemagician and pied puzzler: Tribute to Martin Gardner,"Berlekamp, Rodgers."
c0bfdb01df7d2343ac5b58ad9c162432,The liar paradox and the towers of Hanoi: the 10 greatest puzzles of all time,Marcel Danesi
377b4d79874d4f7760944c719533568b,Mathematics and culture II,Michele Emmer
d96a15074819bad6e7de58b9e060105c,Complexity explained,Péter Érdi
181ae38f4cb39fac3c30684942dbe6e9,The rise and development of the theory of series up to the early 1820s,Ferraro S.
0af7da50b683c08dc04b4d26eee2bd69,The Square Root of 2,David Flannery
80a66d8b62d3e0a540e5aacb26b40a1c,"Explorations in topology: map coloring, surfaces, and knots",David Gay
ec9e62ee1a11ed4cc07a07fb457ac8d7,"Chaotic logic - Language, mind and reality from the perspective of complex systems science",Goertzel B.
a5bad1326378d5e31b6bf42805b72b11,A mathematician's apology,"G. H. Hardy, C. P. Snow"
8b904380ab64571f67631ccdbc9645a2,An episodic history of mathematics. Mathematical culture through problem solving,Steven G. Krantz
ab791aacac41dd3cce0481a2482e2a4f,The proof is in the pudding. A look at the changing nature of mathematical proof,Krantz S.
1e6aec65a31f66feeb59351f3ad10fad,The survival of a mathematician: from tenure to emeritus,Krantz S.
096ac6608e76a66aff1c4dd894fa56b3,Reminiscences of a statistician: The company I kept,Lehmann E.L.
61961190d97dd7b6eae7ced63e671d5b,Real-life math,"K. Lee Lerner, Brenda Wilmoth Lerner"
cb1f5de41dfb6f74c572de7a3ec8efdd,Frequently asked questions in mathematics,Lopez-Ortiz A. (ed.)
dc864c0ea667c83b9067b3dc898c2486,Mathematics and aesthetic: New approaches to an ancient affinity,"Sinclair N., Pimm D., Higginson W. (eds.)"
a26d7c8be551023de68cadbd8cdf06e5,Alice in Puzzle-Land. A Carrollian tale for children under eighty,"Raymond M. Smullyan, Greer Fitting, Martin Gardner"
91552b6402b5f6489d192589713fd550,The music of the primes,Marcus Du Sautoy
0caf1829ebb675fc5b7af43c82477612,Mirrors and reflections: the geometry of finite reflection groups,"Alexandre V. Borovik, Anna Borovik"
61470deab1f0bb8c941de5b153321cfd,Scientific Works,"Fushchych W.I., Boyko V.M. (ed.)"
1901f103f9480add0733f1b2aaed5451,Geometric algebra for physicists - errata,"Chris Doran, Anthony Lasenby"
bad9b80e7480f0fc9dbb97772fb07686,Geometric algebra and its application to mathematical physics,Doran C.J.L.
3579f6e04ab5d4ca6806545121f5b39e,Transformation groups for beginners,"S. V. Duzhin, B. D. Chebotarevskii"
ca25702937c083dacf904db01b4c3b14,A treatise on quantum Clifford algebras,Fauser.
6b62bb09bd29a5709f6af8352f5c7a0b,Space-time Calculus,Hestenes D.
e7cf5f4a7b65d086afc2ec7348a93fbe,Lie group analysis. Classical heritage,Ibragimov N.H. (ed.)
79fb2dd33c73803fa597ea0a59631de1,Symmetries and Recursion Operators for Classical and Supersymmetric Differential Equations ,"I.S. Krasil'shchik, P.H. Kersten"
662fd34e3e5f5fe133f2a323bb053b05,Geometry and group theory,Pope C.
2166c56eb3d98da3102cb4cf7b2bf50a,Group theory in physics,Vvedensky D.
54a6a5f3fb562a0b01234621ac953e41,"Group theory, problems and solutions",Vvedensky D.
55c5fb9b7d88bf627b756f5e2cc73653,Errata for Abramowitz and Stegun - Gamma function,Davenport J.
e468a01c2e6b662254c823ff37562c65,The Cambridge Dictionary of Statistics,Everitt B.
7aae34c88b89c6dad2a1be823c6cdc4b,"Table of integrals, series, and products","Gradshteyn, Ryzhik."
8cd428ebf2ae3a8b9e9209fab469a9cd,"Table of integrals, series, and products",Daniel Zwillinger
6fbc8b85b3086b0c53d70c82cd0626d1,Handbook of Differential Equations (Errata added),Daniel Zwillinger
4344572a999cdc563ed2843344610c29,Handbook of Numerical Analysis. Special Volume: Foundations of Computational Mathematics,"F. Cucker, P. G. Ciarlet, J.L. Lions"
cc06422475923c5453bcbc7e5762feac,Handbook of Numerical Analysis. Special Volume: Numerical methods in electromagnetics,"W.H.A. SCHILDERS, E.J.W. TER MATEN, Philippe G. Ciarlet"
3b729b9f1d5e58c394d378d53006e919,Geometry and discrete mathematics (University of Waterloo),
256e6d1f016da6bb08766002ba1c1509,"Mathematical Olympiads, Problems and Solutions from Around the World, 1996-1997",
8e5f6310111a7c2759a09de546ad13c9,Treatise of plane geometry through geometric algebra,Calvet R.G.
9811d60678e61c569ae5307d2e1016a4,The international mathematical olympiads compendium 1959-2004,"Duan Djuki, Vladimir Jankovi, Ivan Mati, Nikola Petrovi"
1f8a0d2c2eb319727106311c75384a02,Complex numbers and vectors,Evans L.
5dabb640f4f07edfe1d47cc88b3f8917,Mathematiques pur les sciences naturelles,Skoruppa N.-P.
566a995715d061d0fd9515a8188099d9,190 ready-to-use activities that make math fun!,"George Watson, Alan Anthony"
cc93ef6b1c76824ab3282907fb137b1f,The Decomposition of Primes in Torsion Point Fields,Clemens Adelmann (eds.)
92fe152a6fdad60d2cb99da830118f3f,Algebraic number theory,Robert B. Ash
5b4ec5afba1366cebffda7e9ceba1f8a,Elliptic curve handbook,Connell I.
06f37476db9ec17c14704a6617ad9670,Lectures on analytic number theory,Elkies N.D.
29c764a1af51f8f9ebfd721a6eac4a7b,Algebraic number theory (Math 784),Filaseta M.
28e9c61f19d33a148943a7e6871206f0,Elementary number theory (Math 780),Filaseta M.
f0ff2b956cabcc1c8e06e1a1c3b57441,Algebraic Geometry and Number Theory: In Honor of Vladimir Drinfeld’s 50th Birthday,"Alex Eskin, Andrei Okounkov (auth.), Victor Ginzburg (eds.)"
b58068314fc814ec15b95aba0c450639,"Finite fields and modular arithmetic, tutorial",Horowitz.
14e0ac8be4410d321f9e1bc70d17f0df,Value distribution theory related to number theory,"Pei-Chu Hu, Chung-Chun Yang"
ae421b4cfee284d6daf1a250eee363d8,Numbers and curves,Lemmermeyer F.
be6692f65e4ebc23feaccb92d1c5749a,Number theory in physics,Marcolli M.
77d1d7f9588574089dd6fa217346098a,An introduction to the theory of numbers,Moser L.
1f1e657ff8c520ab2975956f16b1e1f9,Elliptic curves (introduction),Poonen B.
e91a9b0da09a7d28fc5141feb007f7df,Topics in theory of algebraic functional fields,Gabriel Daniel Villa Salvador
2be9d8b757ab5d8c65581c014c92e31a,Heights,Skoruppa H.-P.
7f2051e63d34bc45f9b17eeaddb5cd66,"Elementary number theory and elliptic curves (web draft, June 2003)",Stein W.
67a248f593859b49950804022cd8e16d,"Elementary number theory and elliptic curves (web draft, Sept. 2004)",Stein W.
62d45b0f936bd03a4442267c82ff3454,Modular elliptic curves and Fermat's Last Theorem,Andrew Wiles
7b1ae749b7bd5927117db1455438b658,Algorithmic number theory,Arun-Kumar S.
96ee650e9d8cf6863f827252fefb3711,Elliptic Curves: A Computational Approach,"Susanne Schmitt, Horst G. Zimmer"
f0c54a84ec21bf64c4177207bf7c114f,Introduction to probability,"Bertsekas, Tsitsiklis."
22f8df3a3dbb2837cb419afec83d25d6,Applied probability and stochastic processes,Bryc W.
fac448951e970ebcce0d5025a1a847ad,Introduction to probability,"Grinstead C.M., Snell J.L."
25e22085b219c885b3bb5c8bf52701bb,Introduction to probability,J.L. Y SNELL
bc054f1f0662742396b48cac946d8d94,Introduction to probability. Answers to odd-numbered problems,"Grinstead, Snell."
7a39a272385ca3cacf1fbb43b269f6ae,Introduction to probability. Errata,"Grinstead, Snell."
10ebd4627fca7015196b8e8cc6f5061d,"Random walks and geometry: Proc. workshop. Vienna, 2001","Vadim A. Kaimanovich, Klaus Schmidt, Wolfgang Woess"
253450e2fd3db5752b8d393df4eeed57,Isoperimetry and Gaussian analysis,Ledoux M.
eb6319341371e864d59abd8dd019a866,Concentration Inequalities and Model Selection: Ecole d'Ete de Probabilites de Saint-Flour XXXIII - 2003,"Pascal Massart, Jean Picard (editor)"
99f744efe8ca5347b654213a2f6ca158,An introduction to random sets,Hung T. Nguyen
9645d1e2d06f6e4d1d296a902760ed4a,Conditional measures and applications,M.M. Rao
df533c6633f7945fa5361d1e588348ae,Symmetric functionals on random matrices and random matchings problems,"Grzegorz Rempala, Jacek Wesolowski"
c5dedcd7a038d5c583cafe02e0310cb0,Infinite divisibility of probability distributions on real line,Fred W. Steutel
ea54ee08306ca48675b3392a9a01c3cd,Probability and measurements,Tarantola A.
27aac3ef23010cc898d684a64804d62d,Lectures on Probability Theory and Statistics: Ecole d’Eté de Probabilités de Saint-Flour XXXII - 2002,"Boris Tsirelson, Wendelin Werner (auth.), Jean Picard (eds.)"
bf957d0c659535f5322a000c69905b2d,Chance and Stability. Stable Distributions and their Applications,"Vladimir M. Zolotarev, Vladimir V. Uchaikin"
4c786705864276870de4574a7cd31263,SYSTAT 11 manual of statistics,
e1c9e9c2567880803a7fe6afd5ceba14,Tracking and Kalman filtering made easy,Brookner E.
3e589a9e294b099b859d59da4ffa943a,Microeconometrics. Methods and applications,"A. Colin Cameron, Pravin K. Trivedi"
d128fe074ca8c622f1b100fcfa8078cc,"Learning from data: concepts, theory, and methods","Vladimir Cherkassky, Filip M. Mulier"
b45f1e6702dfb55496740cfa1ea817ad,Evolutionary Catastrophes: The Science of Mass Extinction,"Vincent Courtillot, Joe McClinton"
4a4124603835a49d183a1312e1eeb15d,Advanced robust and nonparametric methods in efficiency analysis: methodology and applications,Cinzia Daraio
04ac46d544b41f21181182a0f73b3062,Statistical modeling for biomedical researchers,William D. Dupont
cf0ef7f256acbeeefd3482e8b8110714,Data Monitoring Committees in Clinical Trials: A Practical Perspective,"Susan S. Ellenberg, Thomas R. Fleming, David L. DeMets"
64fdae84495031bda1bdd8bf89974e8d,Markov models for pattern recognition: from theory to applications,Gernot A. Fink
a373c1acc12f04bb9cb13ea0732f737e,Econometric analysis of financial and economic time series,"Dek Terrell, Dek Terrell, Thomas B. B Fomby"
88cef41ac34c2d54d7e9ab4ac925f625,Econometric analysis of financial and economic time series,"Dek Terrell, Thomas Fomby, Thomas Fomby, R. Carter Hill"
c75a03f848cde41f37d6ae5108976072,"Nonlinear time series, semiparametric and nonparametric methods",Jiti Gao
9435e6b5cf8ab26d1a560a53ccb3f811,Handbook of computational statistics: Concepts and methods,"J.E. Gentle, Wolfgang HSrdle, Yuichi Mori"
fa5f28ac603d5ea487e339744ac18698,Statistics demystified,Gibilisco S.
d32aed2a4ff31a2ffd025afd7e7b0b17,Statistical modelling with quantile functions,Warren Gilchrist
eb5cb84f3e726052137e9353e9daa4c4,Bayes linear statistics: theory and methods,"Michael Goldstein, David Wooff"
fc5a2eeaf88e089d3f557f04d223e82b,Principal manifolds for data visualization and dimension reduction,"Alexander N. Gorban, Balázs Kégl, Donald C. Wunsch, Andrei Zinovyev"
